seqnames,start,end,width,gen,ID,study
chr4,156651455,156651806,352,,gorilla,SNIFFLES
chr4,157727149,157728856,1708,,gorilla,SNIFFLES
chr4,159373014,159373464,451,,gorilla,SNIFFLES
chr4,162466519,162467130,612,,gorilla,SNIFFLES
chr4,164495779,164496303,525,,gorilla,SNIFFLES
chr4,166038167,166039608,1442,,gorilla,SNIFFLES
chr4,166822224,166822290,67,,gorilla,SNIFFLES
chr4,167470953,167470992,40,,gorilla,SNIFFLES
chr4,168436989,168437114,126,,gorilla,SNIFFLES
chr4,169545056,169545886,831,,gorilla,SNIFFLES
chr4,170028798,170029246,449,,gorilla,SNIFFLES
chr4,176167362,176167666,305,,gorilla,SNIFFLES
chr4,176827611,176828920,1310,,gorilla,SNIFFLES
chr4,177857391,177858297,907,,gorilla,SNIFFLES
chr4,178829264,178829822,559,,gorilla,SNIFFLES
chr4,179954391,179956724,2334,,gorilla,SNIFFLES
chr4,185274857,185275078,222,,gorilla,SNIFFLES
chr4,187291622,187291679,58,,gorilla,SNIFFLES
chr5,1201623,1202854,1232,,gorilla,SNIFFLES
chr5,2226869,2227124,256,,gorilla,SNIFFLES
chr5,2720813,2721077,265,,gorilla,SNIFFLES
chr5,7267189,7267984,796,,gorilla,SNIFFLES
chr5,7355631,7356291,661,,gorilla,SNIFFLES
chr5,7677486,7677726,241,,gorilla,SNIFFLES
chr5,11058499,11058705,207,,gorilla,SNIFFLES
chr5,12794732,12795539,808,,gorilla,SNIFFLES
chr5,13141213,13141291,79,,gorilla,SNIFFLES
chr5,14937754,14938749,996,,gorilla,SNIFFLES
chr5,14938638,14938749,112,,gorilla,SNIFFLES
chr5,22181059,22181136,78,,gorilla,SNIFFLES
chr5,23309342,23309427,86,,gorilla,SNIFFLES
chr5,26178525,26202270,23746,,gorilla,SNIFFLES
chr5,26178525,26182422,3898,,gorilla,SNIFFLES
chr5,29541885,29552757,10873,,gorilla,SNIFFLES
chr5,32970736,32970899,164,,gorilla,SNIFFLES
chr5,33473419,33473571,153,,gorilla,SNIFFLES
chr5,33473134,33473559,426,,gorilla,SNIFFLES
chr5,34820740,34820881,142,,gorilla,SNIFFLES
chr5,37095689,37407248,311560,,gorilla,SNIFFLES
chr5,37172222,37404055,231834,,gorilla,SNIFFLES
chr5,40424274,40424399,126,,gorilla,SNIFFLES
chr5,41112393,41112707,315,,gorilla,SNIFFLES
chr5,41266262,41268023,1762,,gorilla,SNIFFLES
chr5,41779728,41779772,45,,gorilla,SNIFFLES
chr5,42607365,42608203,839,,gorilla,SNIFFLES
chr5,42789051,42789916,866,,gorilla,SNIFFLES
chr5,43248074,43249389,1316,,gorilla,SNIFFLES
chr5,44798924,44798986,63,,gorilla,SNIFFLES
chr5,45015156,45015736,581,,gorilla,SNIFFLES
chr5,50451366,50451567,202,,gorilla,SNIFFLES
chr5,59621907,59621938,32,,gorilla,SNIFFLES
chr5,60460222,60460284,63,,gorilla,SNIFFLES
chr5,65396281,65396323,43,,gorilla,SNIFFLES
chr5,66222676,66224051,1376,,gorilla,SNIFFLES
chr5,68630127,68630238,112,,gorilla,SNIFFLES
chr5,73636863,73636985,123,,gorilla,SNIFFLES
chr5,75848878,75849243,366,,gorilla,SNIFFLES
chr5,75961842,75962671,830,,gorilla,SNIFFLES
chr5,76148296,76148329,34,,gorilla,SNIFFLES
chr5,77826069,77827256,1188,,gorilla,SNIFFLES
chr5,79880588,79882166,1579,,gorilla,SNIFFLES
chr5,80265214,80265261,48,,gorilla,SNIFFLES
chr5,84401000,84401065,66,,gorilla,SNIFFLES
chr5,85212000,85212090,91,,gorilla,SNIFFLES
chr5,87171887,87171983,97,,gorilla,SNIFFLES
chr5,87176076,87176406,331,,gorilla,SNIFFLES
chr5,87805456,87805807,352,,gorilla,SNIFFLES
chr5,89823983,89824094,112,,gorilla,SNIFFLES
chr5,90149730,90149822,93,,gorilla,SNIFFLES
chr5,91132151,91132219,69,,gorilla,SNIFFLES
chr5,93194139,93195128,990,,gorilla,SNIFFLES
chr5,93844249,93844298,50,,gorilla,SNIFFLES
chr5,95341733,95343262,1530,,gorilla,SNIFFLES
chr5,99147283,99147592,310,,gorilla,SNIFFLES
chr5,99147493,99149090,1598,,gorilla,SNIFFLES
chr5,99540410,99582578,42169,,gorilla,SNIFFLES
chr5,104289759,104290680,922,,gorilla,SNIFFLES
chr5,104772476,104773987,1512,,gorilla,SNIFFLES
chr5,104772476,104772893,418,,gorilla,SNIFFLES
chr5,106564949,106575140,10192,,gorilla,SNIFFLES
chr5,107625738,107625992,255,,gorilla,SNIFFLES
chr5,110861518,110863090,1573,,gorilla,SNIFFLES
chr5,118156251,118157955,1705,,gorilla,SNIFFLES
chr5,118160714,118160751,38,,gorilla,SNIFFLES
chr5,118771298,118771362,65,,gorilla,SNIFFLES
chr5,120036305,120036514,210,,gorilla,SNIFFLES
chr5,125411729,125411914,186,,gorilla,SNIFFLES
chr5,128872288,128872535,248,,gorilla,SNIFFLES
chr5,130699779,130700977,1199,,gorilla,SNIFFLES
chr5,133449533,133449813,281,,gorilla,SNIFFLES
chr5,133902958,133903039,82,,gorilla,SNIFFLES
chr5,134484308,134484448,141,,gorilla,SNIFFLES
chr5,135505908,135506060,153,,gorilla,SNIFFLES
chr5,136410452,136410756,305,,gorilla,SNIFFLES
chr5,138218502,138219336,835,,gorilla,SNIFFLES
chr5,138902104,138903110,1007,,gorilla,SNIFFLES
chr5,140241912,140241994,83,,gorilla,SNIFFLES
chr5,144314917,144314970,54,,gorilla,SNIFFLES
chr5,145153265,145166617,13353,,gorilla,SNIFFLES
chr5,148278540,148278942,403,,gorilla,SNIFFLES
chr5,155196629,155197505,877,,gorilla,SNIFFLES
chr5,163503336,163503371,36,,gorilla,SNIFFLES
chr5,169110392,169111226,835,,gorilla,SNIFFLES
chr5,169524237,169524289,53,,gorilla,SNIFFLES
chr5,169630931,169630974,44,,gorilla,SNIFFLES
chr5,171941835,171941923,89,,gorilla,SNIFFLES
chr5,175435919,175436075,157,,gorilla,SNIFFLES
chr5,176149080,177946712,1797633,,gorilla,SNIFFLES
chr7,13892055,13893271,1217,,gorilla,SNIFFLES
chr6,4350658,4357019,6362,,gorilla,SNIFFLES
chr6,7102132,7102398,267,,gorilla,SNIFFLES
chr6,8984736,8984840,105,,gorilla,SNIFFLES
chr6,9671965,9672021,57,,gorilla,SNIFFLES
chr6,9834563,9834668,106,,gorilla,SNIFFLES
chr6,11471931,11471984,54,,gorilla,SNIFFLES
chr6,18694815,18694856,42,,gorilla,SNIFFLES
chr6,22380255,22380449,195,,gorilla,SNIFFLES
chr6,23003520,23004749,1230,,gorilla,SNIFFLES
chr6,23906372,23906953,582,,gorilla,SNIFFLES
chr6,24382528,24387608,5081,,gorilla,SNIFFLES
chr6,28859058,28859184,127,,gorilla,SNIFFLES
chr6,31041443,31042318,876,,gorilla,SNIFFLES
chr6,31113191,31114324,1134,,gorilla,SNIFFLES
chr6,32880059,32880154,96,,gorilla,SNIFFLES
chr6,38573558,38574474,917,,gorilla,SNIFFLES
chr6,40013825,40013909,85,,gorilla,SNIFFLES
chr6,41033949,41034018,70,,gorilla,SNIFFLES
chr6,41237590,41237669,80,,gorilla,SNIFFLES
chr6,45912215,45912326,112,,gorilla,SNIFFLES
chr6,46471748,46471810,63,,gorilla,SNIFFLES
chr6,46663205,46663280,76,,gorilla,SNIFFLES
chr6,47046099,47046153,55,,gorilla,SNIFFLES
chr6,48077588,48077649,62,,gorilla,SNIFFLES
chr6,48553130,48553170,41,,gorilla,SNIFFLES
chr6,48601403,48602404,1002,,gorilla,SNIFFLES
chr6,50390200,50390301,102,,gorilla,SNIFFLES
chr6,50526940,50527974,1035,,gorilla,SNIFFLES
chr6,55178956,55179019,64,,gorilla,SNIFFLES
chr6,57462212,57462261,50,,gorilla,SNIFFLES
chr6,58275929,61160531,2884603,,gorilla,SNIFFLES
chr6,61223469,61223818,350,,gorilla,SNIFFLES
chr6,65024482,65293110,268629,,gorilla,SNIFFLES
chr6,65444780,65445775,996,,gorilla,SNIFFLES
chr6,65882839,65883086,248,,gorilla,SNIFFLES
chr6,66412781,66412906,126,,gorilla,SNIFFLES
chr6,68692626,68692718,93,,gorilla,SNIFFLES
chr6,68692626,68693184,559,,gorilla,SNIFFLES
chr6,69140329,69142862,2534,,gorilla,SNIFFLES
chr6,75192530,75192573,44,,gorilla,SNIFFLES
chr6,79511373,79511491,119,,gorilla,SNIFFLES
chr6,89213916,89214233,318,,gorilla,SNIFFLES
chr6,94800214,94800350,137,,gorilla,SNIFFLES
chr6,97041457,97041529,73,,gorilla,SNIFFLES
chr6,98002602,98002758,157,,gorilla,SNIFFLES
chr6,98029120,98029365,246,,gorilla,SNIFFLES
chr6,99282941,99282988,48,,gorilla,SNIFFLES
chr6,102725774,102726057,284,,gorilla,SNIFFLES
chr6,103899158,103935639,36482,,gorilla,SNIFFLES
chr6,106720678,106723005,2328,,gorilla,SNIFFLES
chr6,106721329,106723004,1676,,gorilla,SNIFFLES
chr6,112615896,112617239,1344,,gorilla,SNIFFLES
chr6,112710834,112711665,832,,gorilla,SNIFFLES
chr6,113895726,113897527,1802,,gorilla,SNIFFLES
chr6,113915441,113916425,985,,gorilla,SNIFFLES
chr6,115357735,115357913,179,,gorilla,SNIFFLES
chr6,115856666,115857095,430,,gorilla,SNIFFLES
chr6,119998297,119998331,35,,gorilla,SNIFFLES
chr6,125019190,125019830,641,,gorilla,SNIFFLES
chr6,125609159,125609258,100,,gorilla,SNIFFLES
chr6,125948261,125948688,428,,gorilla,SNIFFLES
chr6,126410600,126413143,2544,,gorilla,SNIFFLES
chr6,126926025,126926063,39,,gorilla,SNIFFLES
chr6,128847393,128847829,437,,gorilla,SNIFFLES
chr6,132429125,132430646,1522,,gorilla,SNIFFLES
chr6,132920980,132921159,180,,gorilla,SNIFFLES
chr6,136027144,136027539,396,,gorilla,SNIFFLES
chr6,137827367,137827705,339,,gorilla,SNIFFLES
chr6,140762794,140763604,811,,gorilla,SNIFFLES
chr6,140762794,140765325,2532,,gorilla,SNIFFLES
chr6,141298858,141299153,296,,gorilla,SNIFFLES
chr6,141374904,141375900,997,,gorilla,SNIFFLES
chr6,143645020,143645294,275,,gorilla,SNIFFLES
chr6,145947327,145947400,74,,gorilla,SNIFFLES
chr6,147224287,147224383,97,,gorilla,SNIFFLES
chr6,151962597,151963662,1066,,gorilla,SNIFFLES
chr6,153418992,160785917,7366926,,gorilla,SNIFFLES
chr6,155003333,155004043,711,,gorilla,SNIFFLES
chr6,158175547,158176233,687,,gorilla,SNIFFLES
chr6,159037492,159037626,135,,gorilla,SNIFFLES
chr6,159593570,159593796,227,,gorilla,SNIFFLES
chr6,162610161,162610212,52,,gorilla,SNIFFLES
chr6,164203218,164205314,2097,,gorilla,SNIFFLES
chr6,167239763,167246239,6477,,gorilla,SNIFFLES
chr10,54795870,54806727,10858,,gorilla,SNIFFLES
chr7,5013771,5014976,1206,,gorilla,SNIFFLES
chr7,7773126,7773268,143,,gorilla,SNIFFLES
chr7,9279930,9281145,1216,,gorilla,SNIFFLES
chr7,9444412,9445626,1215,,gorilla,SNIFFLES
chr7,9994449,9995611,1163,,gorilla,SNIFFLES
chr7,15340461,15341089,629,,gorilla,SNIFFLES
chr7,16175636,16175704,69,,gorilla,SNIFFLES
chr7,16809383,16809557,175,,gorilla,SNIFFLES
chr7,19007385,19007469,85,,gorilla,SNIFFLES
chr7,20532602,20532638,37,,gorilla,SNIFFLES
chr7,21804481,21805638,1158,,gorilla,SNIFFLES
chr7,23076751,23076914,164,,gorilla,SNIFFLES
chr7,24412171,24412320,150,,gorilla,SNIFFLES
chr7,25180206,25180266,61,,gorilla,SNIFFLES
chr7,25372472,25372529,58,,gorilla,SNIFFLES
chr7,25952476,25953732,1257,,gorilla,SNIFFLES
chr7,28000401,28001097,697,,gorilla,SNIFFLES
chr7,29110704,29111554,851,,gorilla,SNIFFLES
chr7,34547629,34547794,166,,gorilla,SNIFFLES
chr7,35453326,35453645,320,,gorilla,SNIFFLES
chr7,36202491,36202542,52,,gorilla,SNIFFLES
chr7,36364448,36364494,47,,gorilla,SNIFFLES
chr7,36888106,36888410,305,,gorilla,SNIFFLES
chr7,38293747,38293871,125,,gorilla,SNIFFLES
chr7,38917408,38917453,46,,gorilla,SNIFFLES
chr7,39106706,39106966,261,,gorilla,SNIFFLES
chr7,39643033,39643112,80,,gorilla,SNIFFLES
chr7,40839777,40840814,1038,,gorilla,SNIFFLES
chr7,44461834,44462411,578,,gorilla,SNIFFLES
chr7,44707159,44707260,102,,gorilla,SNIFFLES
chr7,45810622,150891753,105081132,,gorilla,SNIFFLES
chr7,47373985,47374088,104,,gorilla,SNIFFLES
chr7,51086459,51086580,122,,gorilla,SNIFFLES
chr7,52187191,52187332,142,,gorilla,SNIFFLES
chr7,52233020,52234389,1370,,gorilla,SNIFFLES
chr7,53184635,53188942,4308,,gorilla,SNIFFLES
chr7,57449191,64196300,6747110,,gorilla,SNIFFLES
chr7,64196300,64198286,1987,,gorilla,SNIFFLES
chr7,64983733,65382216,398484,,gorilla,SNIFFLES
chr7,66149479,66149849,371,,gorilla,SNIFFLES
chr7,66972696,72844299,5871604,,gorilla,SNIFFLES
chr7,67316453,67317332,880,,gorilla,SNIFFLES
chr7,69606187,69606597,411,,gorilla,SNIFFLES
chr7,71089608,71090576,969,,gorilla,SNIFFLES
chr7,78104242,78108911,4670,,gorilla,SNIFFLES
chr7,79627693,79628488,796,,gorilla,SNIFFLES
chr7,79863951,79865741,1791,,gorilla,SNIFFLES
chr7,80300831,80300878,48,,gorilla,SNIFFLES
chr7,82742387,82742424,38,,gorilla,SNIFFLES
chr7,83343364,83343440,77,,gorilla,SNIFFLES
chr7,83473900,83473954,55,,gorilla,SNIFFLES
chr7,83983340,83983579,240,,gorilla,SNIFFLES
chr7,85085195,85085513,319,,gorilla,SNIFFLES
chr7,86119199,86120173,975,,gorilla,SNIFFLES
chr7,86330366,86334405,4040,,gorilla,SNIFFLES
chr7,88886304,88887391,1088,,gorilla,SNIFFLES
chr7,89104774,89106464,1691,,gorilla,SNIFFLES
chr7,89342953,89343252,300,,gorilla,SNIFFLES
chr7,91630928,91631578,651,,gorilla,SNIFFLES
chr7,92575400,92575468,69,,gorilla,SNIFFLES
chr7,93755091,93755298,208,,gorilla,SNIFFLES
chr7,101594988,101595327,340,,gorilla,SNIFFLES
chr7,102305305,103296620,991316,,gorilla,SNIFFLES
chr7,107243844,107243997,154,,gorilla,SNIFFLES
chr7,108400161,108403399,3239,,gorilla,SNIFFLES
chr7,109787431,109788930,1500,,gorilla,SNIFFLES
chr7,113522990,113537954,14965,,gorilla,SNIFFLES
chr7,113795732,113795773,42,,gorilla,SNIFFLES
chr7,115539908,115540010,103,,gorilla,SNIFFLES
chr7,116173775,116174203,429,,gorilla,SNIFFLES
chr7,116479024,116479287,264,,gorilla,SNIFFLES
chr7,118533274,118534136,863,,gorilla,SNIFFLES
chr7,119409582,119409653,72,,gorilla,SNIFFLES
chr7,119480657,119481748,1092,,gorilla,SNIFFLES
chr7,119719106,119719929,824,,gorilla,SNIFFLES
chr7,121464090,121465281,1192,,gorilla,SNIFFLES
chr7,121889584,121889693,110,,gorilla,SNIFFLES
chr7,123045320,123056775,11456,,gorilla,SNIFFLES
chr7,124552020,124552128,109,,gorilla,SNIFFLES
chr7,125308454,125309316,863,,gorilla,SNIFFLES
chr7,128155625,128155773,149,,gorilla,SNIFFLES
chr7,128701340,128704112,2773,,gorilla,SNIFFLES
chr7,132567484,132567661,178,,gorilla,SNIFFLES
chr7,139018703,139018787,85,,gorilla,SNIFFLES
chr7,140437287,140438225,939,,gorilla,SNIFFLES
chr7,143266983,143268690,1708,,gorilla,SNIFFLES
chr7,150312312,153704380,3392069,,gorilla,SNIFFLES
chr7,151343158,151344185,1028,,gorilla,SNIFFLES
chr7,154528476,154529796,1321,,gorilla,SNIFFLES
chr7,155150540,155150673,134,,gorilla,SNIFFLES
chr8,1903949,1904002,54,,gorilla,SNIFFLES
chr8,2884140,2884180,41,,gorilla,SNIFFLES
chr8,3171507,3171876,370,,gorilla,SNIFFLES
chr8,3581601,3584076,2476,,gorilla,SNIFFLES
chr8,3583923,3584083,161,,gorilla,SNIFFLES
chr8,4062677,4064120,1444,,gorilla,SNIFFLES
chr8,4340026,4340746,721,,gorilla,SNIFFLES
chr8,5050270,5052007,1738,,gorilla,SNIFFLES
chr8,5092342,5092405,64,,gorilla,SNIFFLES
chr8,6297863,6299769,1907,,gorilla,SNIFFLES
chr8,8432739,8433605,867,,gorilla,SNIFFLES
chr8,9218477,9219012,536,,gorilla,SNIFFLES
chr8,15913521,15914931,1411,,gorilla,SNIFFLES
chr8,16050465,16051398,934,,gorilla,SNIFFLES
chr8,16286246,16304010,17765,,gorilla,SNIFFLES
chr8,19829818,19829871,54,,gorilla,SNIFFLES
chr8,24383717,24384386,670,,gorilla,SNIFFLES
chr8,24532028,24532099,72,,gorilla,SNIFFLES
chr8,25575737,25576889,1153,,gorilla,SNIFFLES
chr8,29319468,29319848,381,,gorilla,SNIFFLES
chr8,29633142,29633828,687,,gorilla,SNIFFLES
chr8,31185588,84953747,53768160,,gorilla,SNIFFLES
chr8,31185596,84953747,53768152,,gorilla,SNIFFLES
chr8,32362142,32362780,639,,gorilla,SNIFFLES
chr8,33179383,33179641,259,,gorilla,SNIFFLES
chr8,34831912,34832026,115,,gorilla,SNIFFLES
chr8,37629927,37630096,170,,gorilla,SNIFFLES
chr8,37930378,37930573,196,,gorilla,SNIFFLES
chr8,49454241,49462006,7766,,gorilla,SNIFFLES
chr8,51199278,51199559,282,,gorilla,SNIFFLES
chr8,55041956,55042916,961,,gorilla,SNIFFLES
chr8,60652185,60652228,44,,gorilla,SNIFFLES
chr8,61948548,61948597,50,,gorilla,SNIFFLES
chr8,62089704,62089939,236,,gorilla,SNIFFLES
chr8,64689330,64689397,68,,gorilla,SNIFFLES
chr8,65207454,65208258,805,,gorilla,SNIFFLES
chr8,68315153,68316453,1301,,gorilla,SNIFFLES
chr8,70834098,70835341,1244,,gorilla,SNIFFLES
chr8,72111385,72111630,246,,gorilla,SNIFFLES
chr8,73739749,73739780,32,,gorilla,SNIFFLES
chr8,77783742,77785145,1404,,gorilla,SNIFFLES
chr8,78261079,78261115,37,,gorilla,SNIFFLES
chr8,83994722,83995223,502,,gorilla,SNIFFLES
chr8,84162192,84163407,1216,,gorilla,SNIFFLES
chr8,85654453,85731724,77272,,gorilla,SNIFFLES
chr8,85664223,85737521,73299,,gorilla,SNIFFLES
chr8,85731724,85744310,12587,,gorilla,SNIFFLES
chr8,85731732,85737521,5790,,gorilla,SNIFFLES
chr8,85737521,85750110,12590,,gorilla,SNIFFLES
chr8,89720100,89720157,58,,gorilla,SNIFFLES
chr8,90268922,90271161,2240,,gorilla,SNIFFLES
chr8,90757220,90758445,1226,,gorilla,SNIFFLES
chr8,91609184,91609235,52,,gorilla,SNIFFLES
chr8,93427843,93427943,101,,gorilla,SNIFFLES
chr8,98843909,98844194,286,,gorilla,SNIFFLES
chr8,99850635,99851551,917,,gorilla,SNIFFLES
chr8,103262054,103263047,994,,gorilla,SNIFFLES
chr8,105880035,105881166,1132,,gorilla,SNIFFLES
chr8,105889080,105889174,95,,gorilla,SNIFFLES
chr8,106021853,106022233,381,,gorilla,SNIFFLES
chr8,108617737,108617794,58,,gorilla,SNIFFLES
chr8,110506059,110506101,43,,gorilla,SNIFFLES
chr8,110675822,110683411,7590,,gorilla,SNIFFLES
chr8,111193776,111194239,464,,gorilla,SNIFFLES
chr8,111702294,111702391,98,,gorilla,SNIFFLES
chr8,111802706,111802867,162,,gorilla,SNIFFLES
chr8,111941358,111962232,20875,,gorilla,SNIFFLES
chr8,117869046,117870511,1466,,gorilla,SNIFFLES
chr8,121761000,121761054,55,,gorilla,SNIFFLES
chr8,125420524,125421391,868,,gorilla,SNIFFLES
chr8,134557502,134558336,835,,gorilla,SNIFFLES
chr8,136991208,136991256,49,,gorilla,SNIFFLES
chr8,137129204,137129562,359,,gorilla,SNIFFLES
chr8,137212399,137212469,71,,gorilla,SNIFFLES
chr8,139211028,139211655,628,,gorilla,SNIFFLES
chr8,140059924,140060087,164,,gorilla,SNIFFLES
chr8,140396754,140398019,1266,,gorilla,SNIFFLES
chr8,143969625,143970696,1072,,gorilla,SNIFFLES
chr9,681681,68285221,67603541,,gorilla,SNIFFLES
chr9,661909,41023630,40361722,,gorilla,SNIFFLES
chr9,829412,829683,272,,gorilla,SNIFFLES
chr9,8988530,8989433,904,,gorilla,SNIFFLES
chr9,9550892,9550935,44,,gorilla,SNIFFLES
chr9,14510385,14510424,40,,gorilla,SNIFFLES
chr9,18796841,18796904,64,,gorilla,SNIFFLES
chr9,18879101,18879153,53,,gorilla,SNIFFLES
chr9,21357174,21357258,85,,gorilla,SNIFFLES
chr9,21552651,21554146,1496,,gorilla,SNIFFLES
chr9,21909316,21909651,336,,gorilla,SNIFFLES
chr9,22821032,22821116,85,,gorilla,SNIFFLES
chr9,25508247,25509640,1394,,gorilla,SNIFFLES
chr9,33769753,38625908,4856156,,gorilla,SNIFFLES
chr9,34067299,34067708,410,,gorilla,SNIFFLES
chr9,37321673,37321759,87,,gorilla,SNIFFLES
chr9,37869802,37870436,635,,gorilla,SNIFFLES
chr9,38575753,38577800,2048,,gorilla,SNIFFLES
chr9,38680088,38701461,21374,,gorilla,SNIFFLES
chr9,41517471,63584718,22067248,,gorilla,SNIFFLES
chr9,74283223,74283474,252,,gorilla,SNIFFLES
chr9,80615012,80615317,306,,gorilla,SNIFFLES
chr9,81403935,81404196,262,,gorilla,SNIFFLES
chr9,82060667,82061185,519,,gorilla,SNIFFLES
chr9,85580258,85580438,181,,gorilla,SNIFFLES
chr9,85690184,85690717,534,,gorilla,SNIFFLES
chr9,87917651,88089830,172180,,gorilla,SNIFFLES
chr9,90769123,90769170,48,,gorilla,SNIFFLES
chr9,92847036,92847500,465,,gorilla,SNIFFLES
chr9,100071364,100072397,1034,,gorilla,SNIFFLES
chr9,100356463,100356505,43,,gorilla,SNIFFLES
chr9,106839897,106839963,67,,gorilla,SNIFFLES
chr9,107290238,107291520,1283,,gorilla,SNIFFLES
chr9,114452421,114459057,6637,,gorilla,SNIFFLES
chr9,114453852,114459061,5210,,gorilla,SNIFFLES
chr9,116276447,116276818,372,,gorilla,SNIFFLES
chr9,117805591,117806778,1188,,gorilla,SNIFFLES
chr9,120322613,120322751,139,,gorilla,SNIFFLES
chr9,120365846,120365951,106,,gorilla,SNIFFLES
chr9,121031282,121031320,39,,gorilla,SNIFFLES
chr9,123976373,123991040,14668,,gorilla,SNIFFLES
chr9,124830179,124830478,300,,gorilla,SNIFFLES
chr9,126127764,126127842,79,,gorilla,SNIFFLES
chr9,129815450,129815513,64,,gorilla,SNIFFLES
chr9,130262588,130262903,316,,gorilla,SNIFFLES
chr9,133554927,133555054,128,,gorilla,SNIFFLES
chr10,520678,520773,96,,gorilla,SNIFFLES
chr10,993313,993414,102,,gorilla,SNIFFLES
chr10,1887167,1887316,150,,gorilla,SNIFFLES
chr10,4449966,4450061,96,,gorilla,SNIFFLES
chr10,11450233,11450842,610,,gorilla,SNIFFLES
chr10,13280600,13280651,52,,gorilla,SNIFFLES
chr10,15183829,19212086,4028258,,gorilla,SNIFFLES
chr10,15183829,15184060,232,,gorilla,SNIFFLES
chr10,19141037,19141111,75,,gorilla,SNIFFLES
chr10,19212086,19232035,19950,,gorilla,SNIFFLES
chr10,19221286,19221909,624,,gorilla,SNIFFLES
chr10,19222310,19222367,58,,gorilla,SNIFFLES
chr10,19225995,19226068,74,,gorilla,SNIFFLES
chr10,19230162,19244888,14727,,gorilla,SNIFFLES
chr10,23151676,23152507,832,,gorilla,SNIFFLES
chr10,26263228,26263283,56,,gorilla,SNIFFLES
chr10,26570664,27316831,746168,,gorilla,SNIFFLES
chr10,27113609,27115152,1544,,gorilla,SNIFFLES
chr10,27347808,79320153,51972346,,gorilla,SNIFFLES
chr10,32864317,32868365,4049,,gorilla,SNIFFLES
chr10,35163882,35165110,1229,,gorilla,SNIFFLES
chr10,35544429,35544486,58,,gorilla,SNIFFLES
chr10,36295955,36296078,124,,gorilla,SNIFFLES
chr10,36806577,36806870,294,,gorilla,SNIFFLES
chr10,49843292,50731503,888212,,gorilla,SNIFFLES
chr10,50369069,50369286,218,,gorilla,SNIFFLES
chr10,50711504,54768893,4057390,,gorilla,SNIFFLES
chr10,54795870,54806735,10866,,gorilla,SNIFFLES
chr10,55010657,55010800,144,,gorilla,SNIFFLES
chr10,55917648,55928861,11214,,gorilla,SNIFFLES
chr10,57322385,57323498,1114,,gorilla,SNIFFLES
chr10,60843110,60843330,221,,gorilla,SNIFFLES
chr10,60843129,60845009,1881,,gorilla,SNIFFLES
chr10,63639177,63639340,164,,gorilla,SNIFFLES
chr10,63873617,63873690,74,,gorilla,SNIFFLES
chr10,65247369,65249281,1913,,gorilla,SNIFFLES
chr10,67587265,67587312,48,,gorilla,SNIFFLES
chr10,67676791,67676873,83,,gorilla,SNIFFLES
chr10,70974494,70975340,847,,gorilla,SNIFFLES
chr10,71306752,71306819,68,,gorilla,SNIFFLES
chr10,72522698,72522825,128,,gorilla,SNIFFLES
chr10,74652337,74652479,143,,gorilla,SNIFFLES
chr10,79665919,79832924,167006,,gorilla,SNIFFLES
chr10,82118613,82118664,52,,gorilla,SNIFFLES
chr10,82545223,82545290,68,,gorilla,SNIFFLES
chr10,83745981,83746338,358,,gorilla,SNIFFLES
chr10,87064266,87064327,62,,gorilla,SNIFFLES
chr10,89069953,89070838,886,,gorilla,SNIFFLES
chr10,90806491,90806909,419,,gorilla,SNIFFLES
chr10,91465398,91465597,200,,gorilla,SNIFFLES
chr10,94054781,94055560,780,,gorilla,SNIFFLES
chr10,96635769,96636895,1127,,gorilla,SNIFFLES
chr10,96966239,96966527,289,,gorilla,SNIFFLES
chr10,98229132,98231097,1966,,gorilla,SNIFFLES
chr10,102554466,102554627,162,,gorilla,SNIFFLES
chr10,104493227,104493391,165,,gorilla,SNIFFLES
chr10,105467771,105467891,121,,gorilla,SNIFFLES
chr10,105587730,105588234,505,,gorilla,SNIFFLES
chr10,114286269,114286559,291,,gorilla,SNIFFLES
chr10,115070135,115070178,44,,gorilla,SNIFFLES
chr10,116500427,116500864,438,,gorilla,SNIFFLES
chr10,116509570,116510162,593,,gorilla,SNIFFLES
chr10,117763280,117763332,53,,gorilla,SNIFFLES
chr10,118285524,118286041,518,,gorilla,SNIFFLES
chr10,125653174,125653215,42,,gorilla,SNIFFLES
chr10,127864350,127865227,878,,gorilla,SNIFFLES
chr10,128473787,128475147,1361,,gorilla,SNIFFLES
chr10,130341940,130623725,281786,,gorilla,SNIFFLES
chr10,132672131,132672827,697,,gorilla,SNIFFLES
chr14,88611742,88612251,510,,gorilla,SNIFFLES
chr11,548024,548101,78,,gorilla,SNIFFLES
chr11,10004989,10005069,81,,gorilla,SNIFFLES
chr11,13543750,13544358,609,,gorilla,SNIFFLES
chr11,24836365,24836775,411,,gorilla,SNIFFLES
chr11,30349155,30349258,104,,gorilla,SNIFFLES
chr11,30349162,30349751,590,,gorilla,SNIFFLES
chr11,38241555,38242541,987,,gorilla,SNIFFLES
chr11,39211286,39211358,73,,gorilla,SNIFFLES
chr11,39596048,39596339,292,,gorilla,SNIFFLES
chr11,40730009,40730269,261,,gorilla,SNIFFLES
chr11,40939607,40940537,931,,gorilla,SNIFFLES
chr11,43096584,43098164,1581,,gorilla,SNIFFLES
chr11,45086541,45086682,142,,gorilla,SNIFFLES
chr11,47600940,47601911,972,,gorilla,SNIFFLES
chr11,48246874,48246949,76,,gorilla,SNIFFLES
chr11,48311674,48311948,275,,gorilla,SNIFFLES
